0,0,0,0,70.5,247.5,-226.5,15.7379999160767,-6.3439998626709,1024.49499511719,-630,840,140,0,0,0,0
0,0,0,0,60,229.5,-229.5,14.5790004730225,-11.1020002365112,1022.90899658203,-630,910,140,0,0,0,0
0,0,0,0,51,225,-237,15.0060005187988,-6.77099990844727,1023.94598388672,-700,840,140,0,0,0,0
0,0,0,0,58.5,240,-229.5,14.4569997787476,-6.83200025558472,1023.21398925781,-630,840,140,0,0,0,0
0,0,0,0,67.5,253.5,-222,15.9210004806519,-10.7969999313354,1023.27502441406,-700,840,140,0,0,0,0
0,0,0,0,75,268.5,-223.5,14.6400003433228,-6.22200012207031,1023.70202636719,-630,840,70,0,0,0,0
25.515625,25.5634307861328,36.9552612304688,101616.5859375,75,262.5,-222,15.3719997406006,-10.7360000610352,1023.15301513672,-630,840,70,0,0,0,0
0,0,0,0,63,247.5,-226.5,15.4940004348755,-10.5530004501343,1022.97003173828,-700,910,140,0,0,0,0
0,0,0,0,57,226.5,-229.5,14.701000213623,-6.77099990844727,1023.51898193359,-700,840,70,0,0,0,0
0,0,0,0,58.5,228,-231,15.798999786377,-10.918999671936,1023.27502441406,-700,840,70,0,0,0,0
0,0,0,0,67.5,246,-237,14.4569997787476,-6.9539999961853,1023.09204101563,-700,840,140,0,0,0,0
0,0,0,0,75,265.5,-234,14.7620000839233,-7.07600021362305,1023.58001708984,-630,840,140,0,0,0,0
0,0,0,0,75,271.5,-228,14.8229999542236,-10.7360000610352,1022.78698730469,-700,910,70,0,0,0,0
0,0,0,0,70.5,255,-226.5,14.9449996948242,-7.25900030136108,1023.15301513672,-700,840,70,0,0,0,0
0,0,0,0,60,235.5,-226.5,15.6770000457764,-10.3090000152588,1023.21398925781,-700,840,140,0,0,0,0
0,0,0,0,45,232.5,-234,15.5550003051758,-10.1870002746582,1023.39703369141,-700,910,140,0,0,0,0
0,0,0,0,52.5,244.5,-240,15.3109998703003,-7.86899995803833,1023.51898193359,-700,840,70,0,0,0,0
25.5234375,25.5709838867188,36.92626953125,101616.5859375,66,261,-237,15.6160001754761,-9.69900035858154,1022.90899658203,-700,910,140,0,0,0,0
0,0,0,0,73.5,268.5,-228,15.0670003890991,-7.74700021743774,1023.51898193359,-630,840,140,0,0,0,0
0,0,0,0,72,256.5,-225,14.7620000839233,-8.35700035095215,1023.39703369141,-630,840,140,0,0,0,0
0,0,0,0,63,246,-231,15.6160001754761,-9.69900035858154,1023.33599853516,-700,840,140,0,0,0,0
0,0,0,0,55.5,229.5,-229.5,15.0670003890991,-8.29600048065186,1023.39703369141,-700,840,140,0,0,0,0
0,0,0,0,55.5,234,-235.5,15.0060005187988,-9.51599979400635,1023.27502441406,-630,840,70,0,0,0,0
0,0,0,0,64.5,249,-234,15.5550003051758,-9.33300018310547,1023.21398925781,-700,840,140,0,0,0,0
0,0,0,0,78,261,-229.5,14.6400003433228,-8.17399978637695,1023.15301513672,-630,840,70,0,0,0,0
0,0,0,0,79.5,259.5,-228,15.4330005645752,-9.51599979400635,1023.15301513672,-630,840,70,0,0,0,0
0,0,0,0,64.5,244.5,-228,15.3109998703003,-8.78400039672852,1023.15301513672,-700,910,140,0,0,0,0
25.5078125,25.5583953857422,36.8362426757813,101616.5859375,54,231,-231,14.5180006027222,-8.53999996185303,1022.78698730469,-700,910,140,0,0,0,0
0,0,0,0,49.5,226.5,-232.5,15.3719997406006,-9.39400005340576,1023.58001708984,-700,840,70,0,0,0,0
0,0,0,0,57,238.5,-232.5,15.3109998703003,-9.02799987792969,1023.27502441406,-700,840,70,0,0,0,0
0,0,0,0,66,264,-234,15.6160001754761,-8.96700000762939,1023.15301513672,-700,840,70,0,0,0,0
0,0,0,0,72,271.5,-226.5,15.3719997406006,-8.23499965667725,1023.09204101563,-630,840,70,0,0,0,0
0,0,0,0,69,246,-222,15.25,-9.15000057220459,1022.84802246094,-700,910,70,0,0,0,0
0,0,0,0,57,235.5,-226.5,15.0670003890991,-8.96700000762939,1023.21398925781,-700,910,140,0,0,0,0
0,0,0,0,45,231,-232.5,14.9449996948242,-8.41800022125244,1022.78698730469,-700,910,140,0,0,0,0
0,0,0,0,48,235.5,-238.5,14.7620000839233,-9.08899974822998,1022.6650390625,-700,840,140,0,0,0,0
0,0,0,0,63,255,-232.5,15.7379999160767,-8.47900009155273,1023.33599853516,-700,840,70,0,0,0,0
25.5078125,25.5508422851563,36.77978515625,101616.5859375,78,273,-228,15.1280002593994,-9.08899974822998,1022.78698730469,-700,840,70,0,0,0,0
0,0,0,0,73.5,267,-231,15.4330005645752,-8.78400039672852,1023.21398925781,-700,840,70,0,0,0,0
0,0,0,0,60,250.5,-228,15.1280002593994,-9.21100044250488,1023.39703369141,-700,840,70,0,0,0,0
0,0,0,0,51,232.5,-228,15.1890001296997,-8.72300052642822,1023.39703369141,-700,910,70,0,0,0,0
0,0,0,0,54,231,-235.5,14.5180006027222,-8.78400039672852,1022.90899658203,-700,910,140,0,0,0,0
0,0,0,0,60,243,-237,15.4330005645752,-8.78400039672852,1023.21398925781,-700,840,70,0,0,0,0
0,0,0,0,67.5,264,-228,14.7620000839233,-8.35700035095215,1023.33599853516,-700,840,70,0,0,0,0
0,0,0,0,76.5,270,-222,15.4330005645752,-9.27200031280518,1023.39703369141,-700,840,70,0,0,0,0
0,0,0,0,67.5,247.5,-226.5,14.3959999084473,-8.35700035095215,1022.78698730469,-630,840,70,0,0,0,0
0,0,0,0,61.5,232.5,-231,15.8600006103516,-8.84500026702881,1023.03100585938,-700,840,70,0,0,0,0
0,0,0,0,52.5,229.5,-229.5,15.5550003051758,-9.08899974822998,1023.33599853516,-700,840,140,0,0,0,0
25.5,25.5533599853516,36.6958618164063,101618.6015625,51,241.5,-234,14.701000213623,-9.02799987792969,1023.03100585938,-700,910,140,0,0,0,0
0,0,0,0,61.5,255,-237,15.3719997406006,-8.9060001373291,1023.58001708984,-700,910,140,0,0,0,0
0,0,0,0,69,265.5,-231,14.701000213623,-8.53999996185303,1023.27502441406,-630,840,70,0,0,0,0
0,0,0,0,69,258,-223.5,14.8839998245239,-9.02799987792969,1023.4580078125,-630,840,70,0,0,0,0
0,0,0,0,64.5,241.5,-222,17.5069999694824,-7.74700021743774,1027.42297363281,-630,980,140,0,0,0,0
0,0,0,0,52.5,229.5,-222,11.8340005874634,-11.5290002822876,1017.23602294922,-700,1120,140,0,0,0,0
0,0,0,0,54,234,-234,14.9449996948242,-6.40500020980835,1023.70202636719,-700,840,70,0,0,0,0
0,0,0,0,61.5,244.5,-240,12.7490005493164,-7.19799995422363,1021.20098876953,-700,910,70,0,0,0,0
0,0,0,0,75,264,-235.5,14.8839998245239,-10.8579998016357,1023.21398925781,-700,840,140,0,0,0,0
0,0,0,0,78,267,-225,16.6529998779297,-7.19799995422363,1024.19006347656,-630,840,70,0,0,0,0
25.5078125,25.5659484863281,36.6455078125,101618.6015625,61.5,246,-223.5,13.8470001220703,-9.63800048828125,1021.99401855469,-700,840,70,0,0,0,0
0,0,0,0,52.5,229.5,-234,13.4809999465942,-8.78400039672852,1022.60400390625,-700,910,70,0,0,0,0
0,0,0,0,54,226.5,-244.5,14.8229999542236,-9.21100044250488,1022.35998535156,-630,910,70,0,0,0,0
0,0,0,0,61.5,240,-240,16.0429992675781,-7.32000017166138,1024.49499511719,-700,840,70,0,0,0,0
0,0,0,0,70.5,256.5,-229.5,13.5419998168945,-10.4309997558594,1021.38403320313,-700,910,140,0,0,0,0
0,0,0,0,79.5,265.5,-229.5,17.9950008392334,-8.66199970245361,1024.55603027344,-630,840,140,0,0,0,0
0,0,0,0,73.5,258,-229.5,11.8340005874634,-8.78400039672852,1021.01800537109,-700,910,70,0,0,0,0
0,0,0,0,66,246,-232.5,15.9820003509521,-9.08899974822998,1023.82403564453,-630,840,140,0,0,0,0
0,0,0,0,60,232.5,-237,14.2740001678467,-8.29600048065186,1022.90899658203,-630,910,70,0,0,0,0
0,0,0,0,57,240,-235.5,16.0429992675781,-8.53999996185303,1023.4580078125,-700,840,70,0,0,0,0
25.5,25.5432891845703,36.6195678710938,101616.5859375,66,252,-231,13.6029996871948,-9.08899974822998,1023.15301513672,-700,840,140,0,0,0,0
0,0,0,0,76.5,265.5,-228,13.9079999923706,-9.02799987792969,1022.6650390625,-630,840,70,0,0,0,0
0,0,0,0,75,264,-222,15.9210004806519,-8.41800022125244,1024.19006347656,-630,840,70,0,0,0,0
0,0,0,0,61.5,249,-225,13.9079999923706,-9.27200031280518,1021.68902587891,-700,910,70,0,0,0,0
0,0,0,0,54,229.5,-231,16.1040000915527,-8.29600048065186,1024.31201171875,-630,840,70,0,0,0,0
0,0,0,0,58.5,226.5,-238.5,12.5050001144409,-10.1260004043579,1020.95703125,-700,910,70,0,0,0,0
0,0,0,0,67.5,243,-237,16.8360004425049,-8.05200004577637,1024.43395996094,-630,840,70,0,0,0,0
0,0,0,0,72,261,-234,11.956000328064,-8.53999996185303,1020.89599609375,-630,910,70,0,0,0,0
0,0,0,0,70.5,268.5,-229.5,16.2870006561279,-9.94299983978271,1024.00695800781,-630,840,140,0,0,0,0
0,0,0,0,64.5,252,-223.5,15.5550003051758,-7.68599987030029,1023.70202636719,-630,910,70,0,0,0,0
0,0,0,0,54,238.5,-223.5,12.6269998550415,-10.6140003204346,1020.83502197266,-700,910,70,0,0,0,0
25.4921875,25.5256652832031,36.553955078125,101617.59375,46.5,225,-228,14.1520004272461,-9.88199996948242,1019.06604003906,-700,840,140,0,0,0,0
0,0,0,0,54,231,-234,16.7749996185303,-6.89300012588501,1026.38598632813,-630,770,70,0,0,0,0
0,0,0,0,66,249,-232.5,13.6640005111694,-11.5290002822876,1022.23803710938,-700,840,70,0,0,0,0
0,0,0,0,75,273,-225,15.7379999160767,-7.0149998664856,1022.90899658203,-700,770,70,0,0,0,0
0,0,0,0,75,264,-222,15.1890001296997,-9.94299983978271,1022.48199462891,-700,840,70,0,0,0,0
0,0,0,0,64.5,240,-225,15.9210004806519,-7.38100004196167,1023.88500976563,-700,910,70,0,0,0,0
0,0,0,0,54,223.5,-229.5,15.7379999160767,-10.3090000152588,1023.39703369141,-700,910,140,0,0,0,0
0,0,0,0,51,225,-237,13.6029996871948,-8.41800022125244,1022.11602783203,-700,910,140,0,0,0,0
0,0,0,0,60,244.5,-237,14.1520004272461,-8.23499965667725,1022.54302978516,-700,910,140,0,0,0,0
0,0,0,0,67.5,264,-226.5,15.4940004348755,-10.3090000152588,1023.15301513672,-700,910,140,0,0,0,0
25.4921875,25.5583953857422,36.5859985351563,101618.6015625,69,267,-219,15.25,-7.625,1024.00695800781,-700,910,70,0,0,0,0
0,0,0,0,63,241.5,-225,15.798999786377,-10.003999710083,1022.78698730469,-630,840,70,0,0,0,0
0,0,0,0,58.5,223.5,-229.5,16.7140007019043,-8.53999996185303,1024.2509765625,-630,840,70,0,0,0,0
0,0,0,0,54,222,-237,14.4569997787476,-9.08899974822998,1022.97003173828,-630,910,70,0,0,0,0
0,0,0,0,61.5,235.5,-238.5,15.7379999160767,-9.57699966430664,1023.64099121094,-630,840,70,0,0,0,0
0,0,0,0,73.5,253.5,-231,15.5550003051758,-7.625,1023.88500976563,-630,840,70,0,0,0,0
0,0,0,0,78,264,-226.5,15.1890001296997,-8.35700035095215,1023.15301513672,-700,910,70,0,0,0,0
0,0,0,0,72,253.5,-226.5,16.3479995727539,-9.02799987792969,1024.00695800781,-700,840,70,0,0,0,0
0,0,0,0,64.5,238.5,-228,14.9449996948242,-8.47900009155273,1023.03100585938,-700,840,70,0,0,0,0
0,0,0,0,58.5,223.5,-231,15.7379999160767,-9.57699966430664,1023.27502441406,-630,840,70,0,0,0,0
25.484375,25.5508422851563,36.58447265625,101621.625,58.5,232.5,-237,15.4330005645752,-7.80800008773804,1023.27502441406,-700,840,70,0,0,0,0
0,0,0,0,70.5,244.5,-232.5,14.7620000839233,-7.56400012969971,1023.15301513672,-700,910,70,0,0,0,0
0,0,0,0,85.5,261,-226.5,15.798999786377,-9.94299983978271,1023.82403564453,-630,910,70,0,0,0,0
0,0,0,0,79.5,268.5,-225,15.4940004348755,-8.35700035095215,1023.51898193359,-630,910,70,0,0,0,0
0,0,0,0,64.5,246,-229.5,15.798999786377,-10.003999710083,1023.4580078125,-630,840,70,0,0,0,0
0,0,0,0,57,225,-234,15.798999786377,-10.3699998855591,1023.03100585938,-700,840,70,0,0,0,0
0,0,0,0,55.5,223.5,-237,14.8839998245239,-7.56400012969971,1023.21398925781,-630,840,70,0,0,0,0
0,0,0,0,64.5,243,-231,15.8600006103516,-9.88199996948242,1023.51898193359,-630,910,70,0,0,0,0
0,0,0,0,70.5,262.5,-228,15.1890001296997,-8.29600048065186,1023.39703369141,-630,840,140,0,0,0,0
0,0,0,0,79.5,265.5,-229.5,15.3719997406006,-8.47900009155273,1023.4580078125,-700,840,70,0,0,0,0
0,0,0,0,75,252,-223.5,15.1890001296997,-9.63800048828125,1023.64099121094,-700,840,140,0,0,0,0
25.484375,25.5432891845703,36.7752075195313,101621.625,60,244.5,-228,14.8229999542236,-8.17399978637695,1023.27502441406,-700,840,70,0,0,0,0
0,0,0,0,51,232.5,-232.5,15.6160001754761,-9.63800048828125,1023.39703369141,-700,840,70,0,0,0,0
0,0,0,0,57,237,-231,15.3719997406006,-9.45499992370605,1023.03100585938,-700,840,140,0,0,0,0
0,0,0,0,69,249,-232.5,15.1890001296997,-8.11299991607666,1023.64099121094,-700,910,70,0,0,0,0
0,0,0,0,84,262.5,-223.5,15.3719997406006,-9.69900035858154,1023.09204101563,-700,840,70,0,0,0,0
0,0,0,0,84,264,-217.5,15.3719997406006,-7.93000030517578,1023.4580078125,-700,910,70,0,0,0,0
0,0,0,0,66,241.5,-225,14.701000213623,-7.93000030517578,1022.97003173828,-700,840,70,0,0,0,0
0,0,0,0,60,223.5,-232.5,15.9820003509521,-10.0650005340576,1023.64099121094,-700,840,70,0,0,0,0
0,0,0,0,60,229.5,-238.5,15.1890001296997,-8.17399978637695,1022.97003173828,-630,840,70,0,0,0,0
0,0,0,0,61.5,246,-231,15.5550003051758,-9.45499992370605,1023.09204101563,-700,840,140,0,0,0,0
25.484375,25.5307006835938,36.8133544921875,101621.625,64.5,259.5,-222,15.6770000457764,-9.21100044250488,1023.21398925781,-700,840,140,0,0,0,0
0,0,0,0,73.5,265.5,-223.5,15.3109998703003,-8.17399978637695,1022.97003173828,-700,840,70,0,0,0,0
0,0,0,0,64.5,247.5,-226.5,15.6160001754761,-10.1260004043579,1023.21398925781,-700,840,70,0,0,0,0
0,0,0,0,57,235.5,-228,15.3109998703003,-8.17399978637695,1023.09204101563,-700,910,70,0,0,0,0
0,0,0,0,54,226.5,-232.5,15.3109998703003,-9.21100044250488,1023.21398925781,-700,910,140,0,0,0,0
0,0,0,0,51,232.5,-235.5,15.0670003890991,-8.96700000762939,1023.03100585938,-630,840,140,0,0,0,0
0,0,0,0,57,250.5,-229.5,15.0670003890991,-8.84500026702881,1022.72601318359,-700,840,140,0,0,0,0
0,0,0,0,70.5,264,-219,15.6770000457764,-9.21100044250488,1023.15301513672,-700,840,70,0,0,0,0
0,0,0,0,75,261,-220.5,15.25,-9.02799987792969,1023.15301513672,-700,840,140,0,0,0,0
0,0,0,0,67.5,249,-226.5,15.4940004348755,-9.15000057220459,1023.03100585938,-700,910,140,0,0,0,0
25.484375,25.5432891845703,36.8240356445313,101620.6171875,54,232.5,-228,15.1890001296997,-8.35700035095215,1023.21398925781,-630,840,70,0,0,0,0
0,0,0,0,54,225,-234,15.5550003051758,-8.53999996185303,1023.39703369141,-630,840,70,0,0,0,0
0,0,0,0,64.5,241.5,-234,15.0670003890991,-8.78400039672852,1023.4580078125,-700,910,70,0,0,0,0
0,0,0,0,70.5,261,-231,15.0670003890991,-9.15000057220459,1022.90899658203,-700,840,70,0,0,0,0
0,0,0,0,75,264,-223.5,15.6160001754761,-8.84500026702881,1023.27502441406,-630,910,140,0,0,0,0
0,0,0,0,67.5,249,-222,15.4330005645752,-9.08899974822998,1022.97003173828,-630,840,70,0,0,0,0
0,0,0,0,63,235.5,-229.5,15.3719997406006,-8.78400039672852,1023.39703369141,-700,840,140,0,0,0,0
0,0,0,0,55.5,228,-234,15.6160001754761,-9.15000057220459,1023.09204101563,-630,840,140,0,0,0,0
0,0,0,0,57,234,-234,15.1890001296997,-9.39400005340576,1023.58001708984,-630,840,70,0,0,0,0
0,0,0,0,66,249,-231,15.3109998703003,-8.53999996185303,1023.09204101563,-700,910,70,0,0,0,0
0,0,0,0,70.5,262.5,-226.5,15.4330005645752,-8.9060001373291,1023.4580078125,-630,910,70,0,0,0,0
25.4765625,25.5256652832031,36.846923828125,101620.6171875,78,259.5,-223.5,14.9449996948242,-9.21100044250488,1022.90899658203,-700,910,70,0,0,0,0
0,0,0,0,69,246,-226.5,15.4940004348755,-9.08899974822998,1023.58001708984,-700,910,70,0,0,0,0
0,0,0,0,54,223.5,-234,15.1890001296997,-9.27200031280518,1023.4580078125,-700,910,70,0,0,0,0
0,0,0,0,55.5,226.5,-241.5,15.1890001296997,-9.39400005340576,1023.15301513672,-700,910,70,0,0,0,0
0,0,0,0,64.5,246,-237,15.3719997406006,-9.02799987792969,1023.33599853516,-700,910,70,0,0,0,0
0,0,0,0,72,264,-229.5,15.4330005645752,-8.29600048065186,1023.21398925781,-700,840,70,0,0,0,0
0,0,0,0,72,271.5,-225,15.0670003890991,-9.15000057220459,1023.15301513672,-630,840,70,0,0,0,0
0,0,0,0,69,256.5,-225,15.6160001754761,-8.9060001373291,1022.78698730469,-630,910,70,0,0,0,0
0,0,0,0,63,241.5,-229.5,15.3109998703003,-8.53999996185303,1022.97003173828,-700,910,70,0,0,0,0
0,0,0,0,52.5,225,-237,15.25,-8.96700000762939,1023.03100585938,-630,840,70,0,0,0,0
25.4765625,25.5382537841797,36.8392944335938,101620.6171875,57,231,-238.5,15.25,-8.53999996185303,1023.03100585938,-630,840,70,0,0,0,0
0,0,0,0,64.5,247.5,-229.5,15.1280002593994,-8.72300052642822,1023.33599853516,-700,910,70,0,0,0,0
0,0,0,0,73.5,261,-228,14.8839998245239,-8.84500026702881,1022.90899658203,-700,840,70,0,0,0,0
0,0,0,0,73.5,259.5,-228,15.1890001296997,-8.84500026702881,1022.84802246094,-700,840,70,0,0,0,0
0,0,0,0,60,250.5,-228,14.8229999542236,-8.78400039672852,1022.60400390625,-700,910,70,0,0,0,0
0,0,0,0,55.5,232.5,-234,15.1280002593994,-8.84500026702881,1023.15301513672,-630,840,70,0,0,0,0
0,0,0,0,58.5,231,-238.5,15.4940004348755,-8.60099983215332,1023.15301513672,-630,840,140,0,0,0,0
0,0,0,0,66,247.5,-231,15.0670003890991,-9.15000057220459,1022.6650390625,-630,840,140,0,0,0,0
0,0,0,0,73.5,262.5,-225,15.6160001754761,-9.45499992370605,1023.09204101563,-630,840,140,0,0,0,0
0,0,0,0,76.5,265.5,-220.5,15.0060005187988,-9.21100044250488,1022.84802246094,-700,840,70,0,0,0,0
25.4609375,25.5155944824219,36.8408203125,101622.6328125,70.5,252,-226.5,15.25,-8.9060001373291,1022.72601318359,-630,840,140,0,0,0,0
0,0,0,0,57,238.5,-231,15.25,-9.33300018310547,1023.15301513672,-630,910,70,0,0,0,0
0,0,0,0,52.5,231,-234,15.3109998703003,-8.29600048065186,1022.72601318359,-630,910,70,0,0,0,0
0,0,0,0,60,241.5,-234,15.6770000457764,-8.96700000762939,1022.72601318359,-630,840,70,0,0,0,0
0,0,0,0,64.5,253.5,-231,15.6160001754761,-8.96700000762939,1022.90899658203,-700,840,70,0,0,0,0
0,0,0,0,76.5,264,-228,15.25,-8.66199970245361,1022.48199462891,-630,840,70,0,0,0,0
0,0,0,0,75,253.5,-228,15.5550003051758,-9.02799987792969,1022.90899658203,-630,840,70,0,0,0,0
0,0,0,0,61.5,244.5,-232.5,14.8839998245239,-8.72300052642822,1022.54302978516,-700,840,140,0,0,0,0
0,0,0,0,54,231,-231,15.9210004806519,-9.08899974822998,1023.21398925781,-630,840,70,0,0,0,0
0,0,0,0,54,231,-235.5,14.8229999542236,-8.84500026702881,1023.03100585938,-700,840,70,0,0,0,0
0,0,0,0,61.5,247.5,-234,15.25,-9.27200031280518,1023.4580078125,-700,840,70,0,0,0,0
25.4609375,25.5030059814453,36.7874145507813,101621.625,75,265.5,-231,15.0060005187988,-8.96700000762939,1022.78698730469,-630,840,140,0,0,0,0
0,0,0,0,78,267,-226.5,14.8839998245239,-8.84500026702881,1022.90899658203,-700,910,70,0,0,0,0
0,0,0,0,67.5,253.5,-226.5,15.6160001754761,-9.02799987792969,1023.70202636719,-700,840,70,0,0,0,0
0,0,0,0,55.5,234,-226.5,15.25,-8.41800022125244,1023.09204101563,-630,840,70,0,0,0,0
0,0,0,0,49.5,222,-231,15.798999786377,-8.53999996185303,1022.97003173828,-700,840,70,0,0,0,0
0,0,0,0,55.5,234,-235.5,14.7620000839233,-9.15000057220459,1022.78698730469,-630,910,70,0,0,0,0
0,0,0,0,72,264,-228,15.3109998703003,-8.53999996185303,1022.78698730469,-630,910,70,0,0,0,0
0,0,0,0,78,273,-223.5,15.6770000457764,-8.78400039672852,1022.72601318359,-700,840,70,0,0,0,0
0,0,0,0,63,256.5,-225,15.5550003051758,-8.53999996185303,1022.72601318359,-700,840,70,0,0,0,0
0,0,0,0,58.5,243,-231,14.6400003433228,-8.84500026702881,1022.6650390625,-630,840,140,0,0,0,0
25.4453125,25.5105590820313,36.700439453125,101622.6328125,51,226.5,-235.5,15.1890001296997,-9.39400005340576,1022.97003173828,-700,840,70,0,0,0,0
0,0,0,0,52.5,235.5,-235.5,14.9449996948242,-8.84500026702881,1022.42102050781,-700,840,140,0,0,0,0
0,0,0,0,58.5,249,-226.5,15.25,-8.66199970245361,1023.15301513672,-700,840,140,0,0,0,0
0,0,0,0,73.5,270,-220.5,15.0060005187988,-9.27200031280518,1022.90899658203,-700,910,140,0,0,0,0
